amendment	plant_code	plant_species	tissue	dryweight
_Control	P	Fagopyrum esculentum	shoot	0.0068
_Control	P	Fagopyrum esculentum	shoot	0.0188
_Control	P	Fagopyrum esculentum	shoot	0.0186
_Control	P	Fagopyrum esculentum	shoot	0.0134
_Control	P	Fagopyrum esculentum	shoot	0.0399
_Control	P	Fagopyrum esculentum	shoot	0.0143
_Control	P	Fagopyrum esculentum	shoot	0.0142
_Control	P	Fagopyrum esculentum	shoot	0.0167
_Control	P	Fagopyrum esculentum	shoot	0.0153
_Control	P	Fagopyrum esculentum	shoot	0.0173
_Control	P	Fagopyrum esculentum	shoot	0.0152
_Control	P	Fagopyrum esculentum	shoot	0.0159
_Control	P	Fagopyrum esculentum	shoot	0.0239
_Control	P	Fagopyrum esculentum	shoot	0.0171
_Control	P	Fagopyrum esculentum	shoot	0.0142
_Control	P	Fagopyrum esculentum	shoot	0.0185
_Control	P	Fagopyrum esculentum	shoot	0.021
_Control	P	Fagopyrum esculentum	shoot	0.0124
_Control	P	Fagopyrum esculentum	shoot	0.0155
_Control	P	Fagopyrum esculentum	shoot	0.0163
_Control	P	Fagopyrum esculentum	shoot	0.0148
_Control	Q	Borago officinalis	shoot	0.0126
_Control	Q	Borago officinalis	shoot	0.0093
_Control	Q	Borago officinalis	shoot	0.0231
_Control	Q	Borago officinalis	shoot	0.0188
_Control	Q	Borago officinalis	shoot	0.0042
_Control	Q	Borago officinalis	shoot	0.0153
_Control	Q	Borago officinalis	shoot	0.0128
_Control	Q	Borago officinalis	shoot	0.0151
_Control	Q	Borago officinalis	shoot	0.0133
_Control	Q	Borago officinalis	shoot	0.02
_Control	Q	Borago officinalis	shoot	0.0109
_Control	Q	Borago officinalis	shoot	0.0139
_Control	Q	Borago officinalis	shoot	0.0033
_Control	Q	Borago officinalis	shoot	0.0137
_Control	Q	Borago officinalis	shoot	0.0135
_Control	Q	Borago officinalis	shoot	0.0161
_Control	Q	Borago officinalis	shoot	0.0261
_Control	Q	Borago officinalis	shoot	0.0126
_Control	R	Lactuca sativa	shoot	0.0012
_Control	R	Lactuca sativa	shoot	0.0016
_Control	R	Lactuca sativa	shoot	0.0006
_Control	R	Lactuca sativa	shoot	0.0021
_Control	R	Lactuca sativa	shoot	0.002
_Control	R	Lactuca sativa	shoot	0.0077
_Control	R	Lactuca sativa	shoot	0.0044
_Control	R	Lactuca sativa	shoot	0.0101
_Control	R	Lactuca sativa	shoot	0.0098
_Control	R	Lactuca sativa	shoot	0.0044
_Control	R	Lactuca sativa	shoot	0.0032
_Control	R	Lactuca sativa	shoot	0.0017
_Control	R	Lactuca sativa	shoot	0.0031
_Control	R	Lactuca sativa	shoot	0.0016
_Control	R	Lactuca sativa	shoot	0.002
_Control	R	Lactuca sativa	shoot	0.0047
_Control	R	Lactuca sativa	shoot	0.0019
_Control	R	Lactuca sativa	shoot	0.0025
_Control	R	Lactuca sativa	shoot	0.002
_Control	R	Lactuca sativa	shoot	0.001
_Control	R	Lactuca sativa	shoot	0.0016
_Control	R	Lactuca sativa	shoot	0.0029
_Control	R	Lactuca sativa	shoot	0.0027
_Control	R	Lactuca sativa	shoot	0.0048
_Control	R	Lactuca sativa	shoot	0.0023
_Control	R	Lactuca sativa	shoot	0.0024
_Control	R	Lactuca sativa	shoot	0.003
_Control	R	Lactuca sativa	shoot	0.0145
_Control	R	Lactuca sativa	shoot	0.0035
_Control	R	Lactuca sativa	shoot	0.0031
_Control	S	Phacelia tanacetifolia	shoot	0.002
_Control	S	Phacelia tanacetifolia	shoot	0.001
_Control	S	Phacelia tanacetifolia	shoot	0.0036
_Control	S	Phacelia tanacetifolia	shoot	0.0063
_Control	S	Phacelia tanacetifolia	shoot	0.0063
_Control	S	Phacelia tanacetifolia	shoot	0.0047
_Control	S	Phacelia tanacetifolia	shoot	0.0043
_Control	S	Phacelia tanacetifolia	shoot	0.0341
_Control	S	Phacelia tanacetifolia	shoot	0.003
_Control	S	Phacelia tanacetifolia	shoot	0.002
_Control	S	Phacelia tanacetifolia	shoot	0.0127
_Control	S	Phacelia tanacetifolia	shoot	0.0016
_Control	S	Phacelia tanacetifolia	shoot	0.0043
_Control	S	Phacelia tanacetifolia	shoot	0.0072
_Control	S	Phacelia tanacetifolia	shoot	0.0037
_Control	S	Phacelia tanacetifolia	shoot	0.0018
_Control	S	Phacelia tanacetifolia	shoot	0.0045
_Control	S	Phacelia tanacetifolia	shoot	0.002
_Control	S	Phacelia tanacetifolia	shoot	0.0037
_Control	S	Phacelia tanacetifolia	shoot	0.003
_Control	S	Phacelia tanacetifolia	shoot	0.0039
_Control	S	Phacelia tanacetifolia	shoot	0.0018
_Control	T	Helianthus annuus	shoot	0.032
_Control	T	Helianthus annuus	shoot	0.0268
_Control	T	Helianthus annuus	shoot	0.0311
_Control	T	Helianthus annuus	shoot	0.0192
_Control	T	Helianthus annuus	shoot	0.0291
_Control	T	Helianthus annuus	shoot	0.0329
_Control	T	Helianthus annuus	shoot	0.0203
_Control	T	Helianthus annuus	shoot	0.0263
_Control	T	Helianthus annuus	shoot	0.0367
_Control	T	Helianthus annuus	shoot	0.0273
_Control	T	Helianthus annuus	shoot	0.0234
_Control	T	Helianthus annuus	shoot	0.0317
_Control	T	Helianthus annuus	shoot	0.029
_Control	T	Helianthus annuus	shoot	0.0298
_Control	T	Helianthus annuus	shoot	0.0206
_Control	T	Helianthus annuus	shoot	0.0535
_Control	T	Helianthus annuus	shoot	0.0192
_Control	T	Helianthus annuus	shoot	0.0252
_Control	T	Helianthus annuus	shoot	0.0175
_Control	T	Helianthus annuus	shoot	0.0297
_Control	T	Helianthus annuus	shoot	0.028
_Control	T	Helianthus annuus	shoot	0.0188
_Control	T	Helianthus annuus	shoot	0.0196
_Control	T	Helianthus annuus	shoot	0.0247
_Control	U	Trifolium pratense	shoot	0.0021
_Control	U	Trifolium pratense	shoot	0.002
_Control	U	Trifolium pratense	shoot	0.0013
_Control	U	Trifolium pratense	shoot	0.0015
_Control	U	Trifolium pratense	shoot	0.0101
_Control	U	Trifolium pratense	shoot	0.0028
_Control	U	Trifolium pratense	shoot	0.0023
_Control	U	Trifolium pratense	shoot	0.0036
_Control	U	Trifolium pratense	shoot	0.004
_Control	U	Trifolium pratense	shoot	0.0006
_Control	U	Trifolium pratense	shoot	0.005
BSFFF	A	Allium cepa	shoot	0.0039
BSFFF	A	Allium cepa	shoot	0.0035
BSFFF	A	Allium cepa	shoot	0.0016
BSFFF	A	Allium cepa	shoot	0.0008
BSFFF	A	Allium cepa	shoot	0.0048
BSFFF	B	Daucus carota	shoot	0.002
BSFFF	B	Daucus carota	shoot	0.0009
BSFFF	B	Daucus carota	shoot	0.0025
BSFFF	B	Daucus carota	shoot	0.0002
BSFFF	B	Daucus carota	shoot	0.0025
BSFFF	B	Daucus carota	shoot	0.0007
BSFFF	B	Daucus carota	shoot	0.0009
BSFFF	B	Daucus carota	shoot	0.0025
BSFFF	B	Daucus carota	shoot	0.003
BSFFF	B	Daucus carota	shoot	0.003
BSFFF	B	Daucus carota	shoot	0.0037
BSFFF	B	Daucus carota	shoot	0.0043
BSFFF	B	Daucus carota	shoot	0.0003
BSFFF	C	Brassica napus	shoot	0.007
BSFFF	C	Brassica napus	shoot	0.0071
BSFFF	C	Brassica napus	shoot	0.025
BSFFF	C	Brassica napus	shoot	0.0057
BSFFF	C	Brassica napus	shoot	0.0076
BSFFF	C	Brassica napus	shoot	0.0081
BSFFF	C	Brassica napus	shoot	0.0075
BSFFF	C	Brassica napus	shoot	0.0088
BSFFF	C	Brassica napus	shoot	0.0085
BSFFF	C	Brassica napus	shoot	0.0106
BSFFF	C	Brassica napus	shoot	0.0076
BSFFF	C	Brassica napus	shoot	0.0065
BSFFF	C	Brassica napus	shoot	0.0083
BSFFF	C	Brassica napus	shoot	0.0055
BSFFF	C	Brassica napus	shoot	0.01
BSFFF	C	Brassica napus	shoot	0.0073
BSFFF	C	Brassica napus	shoot	0.007
BSFFF	C	Brassica napus	shoot	0.0067
BSFFF	C	Brassica napus	shoot	0.0094
BSFFF	C	Brassica napus	shoot	0.0104
BSFFF	C	Brassica napus	shoot	0.0078
BSFFF	C	Brassica napus	shoot	0.0072
BSFFF	C	Brassica napus	shoot	0.0068
BSFFF	C	Brassica napus	shoot	0.0094
BSFFF	C	Brassica napus	shoot	0.0094
BSFFF	C	Brassica napus	shoot	0.0068
BSFFF	D	B. oleracea var gemmifera	shoot	0.0056
BSFFF	D	B. oleracea var gemmifera	shoot	0.0092
BSFFF	D	B. oleracea var gemmifera	shoot	0.003
BSFFF	D	B. oleracea var gemmifera	shoot	0.0106
BSFFF	D	B. oleracea var gemmifera	shoot	0.0093
BSFFF	D	B. oleracea var gemmifera	shoot	0.0064
BSFFF	D	B. oleracea var gemmifera	shoot	0.0077
BSFFF	D	B. oleracea var gemmifera	shoot	0.0078
BSFFF	D	B. oleracea var gemmifera	shoot	0.0102
BSFFF	D	B. oleracea var gemmifera	shoot	0.0112
BSFFF	D	B. oleracea var gemmifera	shoot	0.0091
BSFFF	D	B. oleracea var gemmifera	shoot	0.0098
BSFFF	D	B. oleracea var gemmifera	shoot	0.0063
BSFFF	D	B. oleracea var gemmifera	shoot	0.0128
BSFFF	D	B. oleracea var gemmifera	shoot	0.0075
BSFFF	D	B. oleracea var gemmifera	shoot	0.0101
BSFFF	D	B. oleracea var gemmifera	shoot	0.01
BSFFF	D	B. oleracea var gemmifera	shoot	0.013
BSFFF	D	B. oleracea var gemmifera	shoot	0.0097
BSFFF	D	B. oleracea var gemmifera	shoot	0.009
BSFFF	D	B. oleracea var gemmifera	shoot	0.0065
BSFFF	D	B. oleracea var gemmifera	shoot	0.0075
BSFFF	D	B. oleracea var gemmifera	shoot	0.0082
BSFFF	D	B. oleracea var gemmifera	shoot	0.0137
BSFFF	D	B. oleracea var gemmifera	shoot	0.0076
BSFFF	E	Cucurbita maxima	shoot	0.0734
BSFFF	E	Cucurbita maxima	shoot	0.0502
BSFFF	E	Cucurbita maxima	shoot	0.0699
BSFFF	E	Cucurbita maxima	shoot	0.0928
BSFFF	E	Cucurbita maxima	shoot	0.0442
BSFFF	E	Cucurbita maxima	shoot	0.0761
BSFFF	E	Cucurbita maxima	shoot	0.0848
BSFFF	E	Cucurbita maxima	shoot	0.0699
BSFFF	E	Cucurbita maxima	shoot	0.0834
BSFFF	E	Cucurbita maxima	shoot	0.0113
BSFFF	E	Cucurbita maxima	shoot	0.0401
BSFFF	E	Cucurbita maxima	shoot	0.0699
BSFFF	E	Cucurbita maxima	shoot	0.0668
BSFFF	E	Cucurbita maxima	shoot	0.0555
BSFFF	E	Cucurbita maxima	shoot	0.0444
BSFFF	E	Cucurbita maxima	shoot	0.0583
BSFFF	E	Cucurbita maxima	shoot	0.0556
BSFFF	E	Cucurbita maxima	shoot	0.09
BSFFF	E	Cucurbita maxima	shoot	0.0701
BSFFF	E	Cucurbita maxima	shoot	0.0768
BSFFF	E	Cucurbita maxima	shoot	0.0629
BSFFF	E	Cucurbita maxima	shoot	0.0752
BSFFF	E	Cucurbita maxima	shoot	0.067
BSFFF	E	Cucurbita maxima	shoot	0.0503
BSFFF	E	Cucurbita maxima	shoot	0.0789
BSFFF	E	Cucurbita maxima	shoot	0.0491
BSFFF	E	Cucurbita maxima	shoot	0.0634
BSFFF	E	Cucurbita maxima	shoot	0.0693
BSFFF	E	Cucurbita maxima	shoot	0.0515
BSFFF	E	Cucurbita maxima	shoot	0.0565
BSFFF	F	Raphanus sativus	shoot	0.0105
BSFFF	F	Raphanus sativus	shoot	0.0149
BSFFF	F	Raphanus sativus	shoot	0.0078
BSFFF	F	Raphanus sativus	shoot	0.0125
BSFFF	F	Raphanus sativus	shoot	0.0138
BSFFF	F	Raphanus sativus	shoot	0.0158
BSFFF	F	Raphanus sativus	shoot	0.0134
BSFFF	F	Raphanus sativus	shoot	0.0171
BSFFF	F	Raphanus sativus	shoot	0.0139
BSFFF	F	Raphanus sativus	shoot	0.0176
BSFFF	F	Raphanus sativus	shoot	0.0169
BSFFF	F	Raphanus sativus	shoot	0.0154
BSFFF	F	Raphanus sativus	shoot	0.0143
BSFFF	F	Raphanus sativus	shoot	0.0108
BSFFF	F	Raphanus sativus	shoot	0.0151
BSFFF	F	Raphanus sativus	shoot	0.0137
BSFFF	F	Raphanus sativus	shoot	0.0134
BSFFF	F	Raphanus sativus	shoot	0.0164
BSFFF	F	Raphanus sativus	shoot	0.0193
BSFFF	F	Raphanus sativus	shoot	0.0232
BSFFF	F	Raphanus sativus	shoot	0.0223
BSFFF	F	Raphanus sativus	shoot	0.0215
BSFFF	F	Raphanus sativus	shoot	0.0162
BSFFF	F	Raphanus sativus	shoot	0.0154
BSFFF	F	Raphanus sativus	shoot	0.0091
BSFFF	F	Raphanus sativus	shoot	0.0104
BSFFF	F	Raphanus sativus	shoot	0.0152
BSFFF	F	Raphanus sativus	shoot	0.0113
BSFFF	G	Beta vulgaris	shoot	0.0029
BSFFF	G	Beta vulgaris	shoot	0.0074
BSFFF	G	Beta vulgaris	shoot	0.0025
BSFFF	G	Beta vulgaris	shoot	0.0078
BSFFF	G	Beta vulgaris	shoot	0.0089
BSFFF	G	Beta vulgaris	shoot	0.0061
BSFFF	G	Beta vulgaris	shoot	0.0052
BSFFF	G	Beta vulgaris	shoot	0.0058
BSFFF	G	Beta vulgaris	shoot	0.0021
BSFFF	G	Beta vulgaris	shoot	0.0033
BSFFF	G	Beta vulgaris	shoot	0.0034
BSFFF	G	Beta vulgaris	shoot	0.0023
BSFFF	G	Beta vulgaris	shoot	0.0027
BSFFF	G	Beta vulgaris	shoot	0.0043
BSFFF	G	Beta vulgaris	shoot	0.005
BSFFF	G	Beta vulgaris	shoot	0.0048
BSFFF	G	Beta vulgaris	shoot	0.0035
BSFFF	G	Beta vulgaris	shoot	0.0043
BSFFF	G	Beta vulgaris	shoot	0.0049
BSFFF	G	Beta vulgaris	shoot	0.0071
BSFFF	G	Beta vulgaris	shoot	0.0049
BSFFF	G	Beta vulgaris	shoot	0.0062
BSFFF	G	Beta vulgaris	shoot	0.0054
BSFFF	G	Beta vulgaris	shoot	0.0067
BSFFF	G	Beta vulgaris	shoot	0.0039
BSFFF	G	Beta vulgaris	shoot	0.0071
BSFFF	G	Beta vulgaris	shoot	0.0027
BSFFF	G	Beta vulgaris	shoot	0.0047
BSFFF	G	Beta vulgaris	shoot	0.0042
BSFFF	G	Beta vulgaris	shoot	0.0035
BSFFF	G	Beta vulgaris	shoot	0.0054
BSFFF	G	Beta vulgaris	shoot	0.0046
BSFFF	G	Beta vulgaris	shoot	0.0034
BSFFF	G	Beta vulgaris	shoot	0.0027
BSFFF	G	Beta vulgaris	shoot	0.0075
BSFFF	G	Beta vulgaris	shoot	0.002
BSFFF	G	Beta vulgaris	shoot	0.0071
BSFFF	G	Beta vulgaris	shoot	0.0065
BSFFF	G	Beta vulgaris	shoot	0.0058
BSFFF	H	B. oleracea var capitata	shoot	0.0064
BSFFF	H	B. oleracea var capitata	shoot	0.0076
BSFFF	H	B. oleracea var capitata	shoot	0.006
BSFFF	H	B. oleracea var capitata	shoot	0.0053
BSFFF	H	B. oleracea var capitata	shoot	0.0072
BSFFF	H	B. oleracea var capitata	shoot	0.0067
BSFFF	H	B. oleracea var capitata	shoot	0.0055
BSFFF	H	B. oleracea var capitata	shoot	0.0066
BSFFF	H	B. oleracea var capitata	shoot	0.0079
BSFFF	H	B. oleracea var capitata	shoot	0.0086
BSFFF	H	B. oleracea var capitata	shoot	0.0066
BSFFF	H	B. oleracea var capitata	shoot	0.0056
BSFFF	H	B. oleracea var capitata	shoot	0.0047
BSFFF	H	B. oleracea var capitata	shoot	0.0076
BSFFF	H	B. oleracea var capitata	shoot	0.0059
BSFFF	H	B. oleracea var capitata	shoot	0.0046
BSFFF	H	B. oleracea var capitata	shoot	0.0069
BSFFF	H	B. oleracea var capitata	shoot	0.0082
BSFFF	H	B. oleracea var capitata	shoot	0.0078
BSFFF	H	B. oleracea var capitata	shoot	0.0053
BSFFF	I	Cucumis sativus	shoot	0.0139
BSFFF	I	Cucumis sativus	shoot	0.0245
BSFFF	I	Cucumis sativus	shoot	0.0245
BSFFF	I	Cucumis sativus	shoot	0.0102
BSFFF	I	Cucumis sativus	shoot	0.0235
BSFFF	I	Cucumis sativus	shoot	0.02
BSFFF	I	Cucumis sativus	shoot	0.0203
BSFFF	I	Cucumis sativus	shoot	0.0157
BSFFF	I	Cucumis sativus	shoot	0.0189
BSFFF	I	Cucumis sativus	shoot	0.0188
BSFFF	I	Cucumis sativus	shoot	0.0175
BSFFF	I	Cucumis sativus	shoot	0.0199
BSFFF	I	Cucumis sativus	shoot	0.0204
BSFFF	I	Cucumis sativus	shoot	0.0266
BSFFF	I	Cucumis sativus	shoot	0.016
BSFFF	I	Cucumis sativus	shoot	0.021
BSFFF	I	Cucumis sativus	shoot	0.0129
BSFFF	I	Cucumis sativus	shoot	0.0175
BSFFF	I	Cucumis sativus	shoot	0.0265
BSFFF	I	Cucumis sativus	shoot	0.0268
BSFFF	I	Cucumis sativus	shoot	0.0279
BSFFF	I	Cucumis sativus	shoot	0.0214
BSFFF	I	Cucumis sativus	shoot	0.0308
BSFFF	I	Cucumis sativus	shoot	0.0192
BSFFF	I	Cucumis sativus	shoot	0.015
BSFFF	J	Solanum lycopersicum	shoot	0.0054
BSFFF	J	Solanum lycopersicum	shoot	0.0055
BSFFF	J	Solanum lycopersicum	shoot	0.0076
BSFFF	J	Solanum lycopersicum	shoot	0.0061
BSFFF	J	Solanum lycopersicum	shoot	0.0055
BSFFF	J	Solanum lycopersicum	shoot	0.007
BSFFF	J	Solanum lycopersicum	shoot	0.0067
BSFFF	J	Solanum lycopersicum	shoot	0.0048
BSFFF	J	Solanum lycopersicum	shoot	0.0066
BSFFF	J	Solanum lycopersicum	shoot	0.0053
BSFFF	J	Solanum lycopersicum	shoot	0.006
BSFFF	J	Solanum lycopersicum	shoot	0.0023
BSFFF	J	Solanum lycopersicum	shoot	0.0083
BSFFF	J	Solanum lycopersicum	shoot	0.0059
BSFFF	J	Solanum lycopersicum	shoot	0.0306
BSFFF	J	Solanum lycopersicum	shoot	0.0083
BSFFF	J	Solanum lycopersicum	shoot	0.0085
BSFFF	J	Solanum lycopersicum	shoot	0.0067
BSFFF	J	Solanum lycopersicum	shoot	0.008
BSFFF	J	Solanum lycopersicum	shoot	0.0071
BSFFF	J	Solanum lycopersicum	shoot	0.0059
BSFFF	J	Solanum lycopersicum	shoot	0.0063
BSFFF	K	Capsicum annuum	shoot	0.0061
BSFFF	K	Capsicum annuum	shoot	0.0065
BSFFF	K	Capsicum annuum	shoot	0.0093
BSFFF	L	Zea mays	shoot	0.0153
BSFFF	L	Zea mays	shoot	0.0311
BSFFF	L	Zea mays	shoot	0.0019
BSFFF	L	Zea mays	shoot	0.0064
BSFFF	L	Zea mays	shoot	0.0288
BSFFF	L	Zea mays	shoot	0.021
BSFFF	L	Zea mays	shoot	0.0349
BSFFF	L	Zea mays	shoot	0.0336
BSFFF	L	Zea mays	shoot	0.0205
BSFFF	L	Zea mays	shoot	0.0176
BSFFF	L	Zea mays	shoot	0.0293
BSFFF	L	Zea mays	shoot	0.0138
BSFFF	L	Zea mays	shoot	0.0108
BSFFF	L	Zea mays	shoot	0.0286
BSFFF	L	Zea mays	shoot	0.0302
BSFFF	L	Zea mays	shoot	0.0147
BSFFF	L	Zea mays	shoot	0.0243
BSFFF	L	Zea mays	shoot	0.0167
BSFFF	L	Zea mays	shoot	0.0293
BSFFF	M	Triticum aestivum	shoot	0.0112
BSFFF	M	Triticum aestivum	shoot	0.0097
BSFFF	M	Triticum aestivum	shoot	0.0131
BSFFF	M	Triticum aestivum	shoot	0.0112
BSFFF	M	Triticum aestivum	shoot	0.0078
BSFFF	M	Triticum aestivum	shoot	0.0127
BSFFF	M	Triticum aestivum	shoot	0.009
BSFFF	M	Triticum aestivum	shoot	0.0126
BSFFF	M	Triticum aestivum	shoot	0.0191
BSFFF	M	Triticum aestivum	shoot	0.0132
BSFFF	M	Triticum aestivum	shoot	0.0158
BSFFF	M	Triticum aestivum	shoot	0.0079
BSFFF	M	Triticum aestivum	shoot	0.0112
BSFFF	M	Triticum aestivum	shoot	0.0122
BSFFF	M	Triticum aestivum	shoot	0.0139
BSFFF	M	Triticum aestivum	shoot	0.0176
BSFFF	M	Triticum aestivum	shoot	0.0106
BSFFF	N	Pisum sativum	shoot	0.0086
BSFFF	N	Pisum sativum	shoot	0.0153
BSFFF	N	Pisum sativum	shoot	0.021
BSFFF	N	Pisum sativum	shoot	0.0161
BSFFF	N	Pisum sativum	shoot	0.0118
BSFFF	N	Pisum sativum	shoot	0.0131
BSFFF	N	Pisum sativum	shoot	0.0224
BSFFF	N	Pisum sativum	shoot	0.023
BSFFF	N	Pisum sativum	shoot	0.0261
BSFFF	N	Pisum sativum	shoot	0.0131
BSFFF	N	Pisum sativum	shoot	0.0231
BSFFF	N	Pisum sativum	shoot	0.0177
BSFFF	N	Pisum sativum	shoot	0.0197
BSFFF	N	Pisum sativum	shoot	0.0295
BSFFF	N	Pisum sativum	shoot	0.0249
BSFFF	N	Pisum sativum	shoot	0.012
BSFFF	N	Pisum sativum	shoot	0.0239
BSFFF	N	Pisum sativum	shoot	0.0285
BSFFF	N	Pisum sativum	shoot	0.0217
BSFFF	N	Pisum sativum	shoot	0.0369
BSFFF	N	Pisum sativum	shoot	0.0181
BSFFF	N	Pisum sativum	shoot	0.0216
BSFFF	O	Vicia faba	shoot	0.1284
BSFFF	O	Vicia faba	shoot	0.0424
BSFFF	O	Vicia faba	shoot	0.2094
BSFFF	O	Vicia faba	shoot	0.1238
BSFFF	O	Vicia faba	shoot	0.1012
BSFFF	O	Vicia faba	shoot	0.0956
BSFFF	O	Vicia faba	shoot	0.1109
BSFFF	O	Vicia faba	shoot	0.1255
BSFFF	O	Vicia faba	shoot	0.1433
BSFFF	O	Vicia faba	shoot	0.1166
BSFFF	O	Vicia faba	shoot	0.106
BSFFF	O	Vicia faba	shoot	0.1097
BSFFF	O	Vicia faba	shoot	0.1008
BSFFF	O	Vicia faba	shoot	0.1282
BSFFF	O	Vicia faba	shoot	0.0744
BSFFF	O	Vicia faba	shoot	0.1214
BSFFF	O	Vicia faba	shoot	0.1445
BSFFF	O	Vicia faba	shoot	0.136
BSFFF	O	Vicia faba	shoot	0.095
BSFFF	O	Vicia faba	shoot	0.1603
BSFFF	O	Vicia faba	shoot	0.1303
BSFFF	P	Fagopyrum esculentum	shoot	0.0091
BSFFF	P	Fagopyrum esculentum	shoot	0.0135
BSFFF	P	Fagopyrum esculentum	shoot	0.0126
BSFFF	P	Fagopyrum esculentum	shoot	0.0118
BSFFF	P	Fagopyrum esculentum	shoot	0.0167
BSFFF	P	Fagopyrum esculentum	shoot	0.014
BSFFF	P	Fagopyrum esculentum	shoot	0.014
BSFFF	P	Fagopyrum esculentum	shoot	0.0446
BSFFF	P	Fagopyrum esculentum	shoot	0.0153
BSFFF	P	Fagopyrum esculentum	shoot	0.0197
BSFFF	P	Fagopyrum esculentum	shoot	0.0136
BSFFF	P	Fagopyrum esculentum	shoot	0.0144
BSFFF	P	Fagopyrum esculentum	shoot	0.0125
BSFFF	P	Fagopyrum esculentum	shoot	0.0162
BSFFF	P	Fagopyrum esculentum	shoot	0.0161
BSFFF	P	Fagopyrum esculentum	shoot	0.0162
BSFFF	P	Fagopyrum esculentum	shoot	0.015
BSFFF	P	Fagopyrum esculentum	shoot	0.0115
BSFFF	P	Fagopyrum esculentum	shoot	0.0107
BSFFF	P	Fagopyrum esculentum	shoot	0.0134
BSFFF	P	Fagopyrum esculentum	shoot	0.0139
BSFFF	Q	Borago officinalis	shoot	0.016
BSFFF	Q	Borago officinalis	shoot	0.0164
BSFFF	Q	Borago officinalis	shoot	0.0141
BSFFF	Q	Borago officinalis	shoot	0.0034
BSFFF	Q	Borago officinalis	shoot	0.0044
BSFFF	Q	Borago officinalis	shoot	0.001
BSFFF	Q	Borago officinalis	shoot	0.0113
BSFFF	Q	Borago officinalis	shoot	0.0174
BSFFF	Q	Borago officinalis	shoot	0.0151
BSFFF	Q	Borago officinalis	shoot	0.0162
BSFFF	Q	Borago officinalis	shoot	0.0151
BSFFF	Q	Borago officinalis	shoot	0.0136
BSFFF	Q	Borago officinalis	shoot	0.0153
BSFFF	Q	Borago officinalis	shoot	0.0144
BSFFF	Q	Borago officinalis	shoot	0.0152
BSFFF	Q	Borago officinalis	shoot	0.0172
BSFFF	Q	Borago officinalis	shoot	0.0142
BSFFF	Q	Borago officinalis	shoot	0.0118
BSFFF	Q	Borago officinalis	shoot	0.0178
BSFFF	Q	Borago officinalis	shoot	0.0103
BSFFF	Q	Borago officinalis	shoot	0.0189
BSFFF	Q	Borago officinalis	shoot	0.0175
BSFFF	Q	Borago officinalis	shoot	0.0156
BSFFF	Q	Borago officinalis	shoot	0.0088
BSFFF	R	Lactuca sativa	shoot	0.002
BSFFF	R	Lactuca sativa	shoot	0.0016
BSFFF	R	Lactuca sativa	shoot	0.0024
BSFFF	R	Lactuca sativa	shoot	0.0032
BSFFF	R	Lactuca sativa	shoot	0.0037
BSFFF	R	Lactuca sativa	shoot	0.002
BSFFF	R	Lactuca sativa	shoot	0.0035
BSFFF	R	Lactuca sativa	shoot	0.0043
BSFFF	R	Lactuca sativa	shoot	0.005
BSFFF	R	Lactuca sativa	shoot	0.0029
BSFFF	R	Lactuca sativa	shoot	0.0036
BSFFF	R	Lactuca sativa	shoot	0.0034
BSFFF	R	Lactuca sativa	shoot	0.0032
BSFFF	R	Lactuca sativa	shoot	0.0026
BSFFF	R	Lactuca sativa	shoot	0.0028
BSFFF	R	Lactuca sativa	shoot	0.0023
BSFFF	R	Lactuca sativa	shoot	0.0016
BSFFF	R	Lactuca sativa	shoot	0.0026
BSFFF	R	Lactuca sativa	shoot	0.005
BSFFF	R	Lactuca sativa	shoot	0.0034
BSFFF	R	Lactuca sativa	shoot	0.0019
BSFFF	R	Lactuca sativa	shoot	0.0025
BSFFF	R	Lactuca sativa	shoot	0.002
BSFFF	S	Phacelia tanacetifolia	shoot	0.0015
BSFFF	S	Phacelia tanacetifolia	shoot	0.0035
BSFFF	S	Phacelia tanacetifolia	shoot	0.0018
BSFFF	S	Phacelia tanacetifolia	shoot	0.0016
BSFFF	S	Phacelia tanacetifolia	shoot	0.0016
BSFFF	S	Phacelia tanacetifolia	shoot	0.003
BSFFF	S	Phacelia tanacetifolia	shoot	0.0019
BSFFF	S	Phacelia tanacetifolia	shoot	0.0035
BSFFF	S	Phacelia tanacetifolia	shoot	0.0044
BSFFF	S	Phacelia tanacetifolia	shoot	0.0034
BSFFF	S	Phacelia tanacetifolia	shoot	0.0026
BSFFF	S	Phacelia tanacetifolia	shoot	0.0038
BSFFF	S	Phacelia tanacetifolia	shoot	0.0034
BSFFF	S	Phacelia tanacetifolia	shoot	0.0019
BSFFF	S	Phacelia tanacetifolia	shoot	0.003
BSFFF	S	Phacelia tanacetifolia	shoot	0.0045
BSFFF	T	Helianthus annuus	shoot	0.0775
BSFFF	T	Helianthus annuus	shoot	0.0181
BSFFF	T	Helianthus annuus	shoot	0.0432
BSFFF	T	Helianthus annuus	shoot	0.0192
BSFFF	T	Helianthus annuus	shoot	0.0358
BSFFF	T	Helianthus annuus	shoot	0.0435
BSFFF	T	Helianthus annuus	shoot	0.024
BSFFF	T	Helianthus annuus	shoot	0.0174
BSFFF	T	Helianthus annuus	shoot	0.0395
BSFFF	T	Helianthus annuus	shoot	0.0286
BSFFF	T	Helianthus annuus	shoot	0.0084
BSFFF	T	Helianthus annuus	shoot	0.0495
BSFFF	T	Helianthus annuus	shoot	0.0359
